,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,konu,tweet_id,dil,majority_decision,tweet_text_clean
11740,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",6,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"İnsanlıktan nasibini almamış ab ülkesi başbakanları on tane ilimiz gitmiş bizim, 5.5 milyon suriyeliyi neremize koyalım. Ülkemizden uzak durun!!! Sınırları kapatın!   #UElkemdemuelteciistemiyorum  #abkararlarınıkendinesakla #mueltecilersınırdısıedilsin #SınırlarıKapatılsın",Refugees,1624893551904522241,Türkçe,Göçmen/Mülteci Karşıtı,"İnsanlıktan nasibini almamış ab ülkesi başbakanları on tane ilimiz gitmiş bizim, 5.5 milyon suriyeliyi neremize koyalım. Ülkemizden uzak durun!!! Sınırları kapatın!   #UElkemdemuelteciistemiyorum  #abkararlarınıkendinesakla #mueltecilersınırdısıedilsin #SınırlarıKapatılsın"
11749,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Zayıf,@username ulkelerini birakmayan insanlar bunlar cok uzucu cidden bin beteri de bizim ulkede fink atiyo biz uzuluyoruz ama apartmandaki suriyeliler kahkahalar atarak iniyo apartmandan ne desem bos...,Refugees,1624896645035859969,Türkçe,Göçmen/Mülteci Karşıtı, ulkelerini birakmayan insanlar bunlar cok uzucu cidden bin beteri de bizim ulkede fink atiyo biz uzuluyoruz ama apartmandaki suriyeliler kahkahalar atarak iniyo apartmandan ne desem bos...
11752,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username abi onlara temizlik gibi hafif yaptırımlar uygulanmasa ben de katılmıyordum ama aynı zamanda sosyal medyada da yayımlanmasına karşıydım. şimdi bu videoyu gören suriyeliler intikam adı altında masum türk vatandaşımızı öldürürlerse nolacak? kim soracak bunun hesabını?,Refugees,1624896712941740032,Türkçe,Göçmen/Mülteci Karşıtı, abi onlara temizlik gibi hafif yaptırımlar uygulanmasa ben de katılmıyordum ama aynı zamanda sosyal medyada da yayımlanmasına karşıydım. şimdi bu videoyu gören suriyeliler intikam adı altında masum türk vatandaşımızı öldürürlerse nolacak? kim soracak bunun hesabını?
11758,"['Ülke/Milliyet', 'Hedef grup birden fazla.']",5,['Simgeleştirme'],Yok,@username Deprem vergileri nerde Suriyeliler mi yedi afganlar mı pakistanlılar mı niye hem nakit yardımlarını biz yapıyoruz malzeme yardımlarını biz yapıyoruz vs hadi kendi istediğimizle yaparız amenna ama açık açıkta istemeyin yahu,Refugees,1624897649206763521,Türkçe,Göçmen/Mülteci Karşıtı, Deprem vergileri nerde Suriyeliler mi yedi afganlar mı pakistanlılar mı niye hem nakit yardımlarını biz yapıyoruz malzeme yardımlarını biz yapıyoruz vs hadi kendi istediğimizle yaparız amenna ama açık açıkta istemeyin yahu
11761,['Irk/Etnik Köken'],7,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"@username Kendi Öz Yurdumda Ben Oldum  Garip! 
Beni Bir Köşeye Atanlar Utanmadı! Eğilmiyor Diye Kurdu Hor Gördüler   İTİ El Üstünde Tutanlar Utanmadı! 

#ülkemdemülteciistemiyorum",Refugees,1624898371365359619,Türkçe,Göçmen/Mülteci Karşıtı," Kendi Öz Yurdumda Ben Oldum  Garip! 
Beni Bir Köşeye Atanlar Utanmadı! Eğilmiyor Diye Kurdu Hor Gördüler   İTİ El Üstünde Tutanlar Utanmadı! 

#ülkemdemülteciistemiyorum"
11764,['Ülke/Milliyet'],5,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Zayıf,Suriyeliler insan da evsiz kalan Türkler orospu çocuğu mu??? Bu milletin sabrıyla oynamayın artık adamda vicdan terbiye hiçbir şey bırakmadınız! Medeniyetiniz batsın namussuzlar!!! https://t.co/Wz1nhrzTo3,Refugees,1624898502286274560,Türkçe,Göçmen/Mülteci Karşıtı,Suriyeliler insan da evsiz kalan Türkler orospu çocuğu mu??? Bu milletin sabrıyla oynamayın artık adamda vicdan terbiye hiçbir şey bırakmadınız! Medeniyetiniz batsın namussuzlar!!! 
11767,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Zayıf,@username O kadar insan yalan söylüyor yani. Milletin evinden çıkarken görüntülenen Suriyeliler var. Ama doğru kardeşiniz ya toz kondurmak istemezsiniz görseniz de görmezden gelirsiniz.,Refugees,1624898642145423362,Türkçe,Göçmen/Mülteci Karşıtı, O kadar insan yalan söylüyor yani. Milletin evinden çıkarken görüntülenen Suriyeliler var. Ama doğru kardeşiniz ya toz kondurmak istemezsiniz görseniz de görmezden gelirsiniz.
11770,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Şu an en çok akpye kızıyorum Suriyeliler için kurdukları çadırların aylarca reklamını yapmışlardı. Şimdi depremzedeler için aynı çabayı göstersinler ama nerede.,Refugees,1624899030923747328,Türkçe,Göçmen/Mülteci Karşıtı,Şu an en çok akpye kızıyorum Suriyeliler için kurdukları çadırların aylarca reklamını yapmışlardı. Şimdi depremzedeler için aynı çabayı göstersinler ama nerede.
11773,['Ülke/Milliyet'],5,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Zayıf,@username Tabi tabi Suriyeliler den çok memnunuz hatta 10 ilimizde depremde olmuşken hepsini dört gözle bekliyoruz,Refugees,1624899278068908040,Türkçe,Göçmen/Mülteci Karşıtı, Tabi tabi Suriyeliler den çok memnunuz hatta 10 ilimizde depremde olmuşken hepsini dört gözle bekliyoruz
11776,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,@username @username Suriyeliler Suriye'ye Türkiye halkını bitirdiler . Misafirlik bitti biz evsiz kalmışız başka enayi bulun size bakacak bedava yaşamaya alışmışlar başımıza bela edenlerin Allah belasını versin,Refugees,1624899679870746625,Türkçe,Göçmen/Mülteci Karşıtı,  Suriyeliler Suriye'ye Türkiye halkını bitirdiler . Misafirlik bitti biz evsiz kalmışız başka enayi bulun size bakacak bedava yaşamaya alışmışlar başımıza bela edenlerin Allah belasını versin
11779,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username @username Aynen öyle devam edin açın tüm kapıları herkes gelsin.. milletimi yiyecek ekmeğe muhtaç olacak.. siz Suriyeli yi düşünün.. devam edin böyle halkın tepkisini toplamaya devam edin.. Suriyeliler sizin hakkınız.. #YAZIKLAROLSUN,Refugees,1624899904614068232,Türkçe,Göçmen/Mülteci Karşıtı,  Aynen öyle devam edin açın tüm kapıları herkes gelsin.. milletimi yiyecek ekmeğe muhtaç olacak.. siz Suriyeli yi düşünün.. devam edin böyle halkın tepkisini toplamaya devam edin.. Suriyeliler sizin hakkınız.. #YAZIKLAROLSUN
11782,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username O kadar çok söyleyeceğim var ki. Lan kalkıp birden Suriyeliler mi uğraşıçaz başka derdimiz yokmuş gibi,Refugees,1624900427211804673,Türkçe,Göçmen/Mülteci Karşıtı, O kadar çok söyleyeceğim var ki. Lan kalkıp birden Suriyeliler mi uğraşıçaz başka derdimiz yokmuş gibi
11785,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,bu suriyeliler niye her seyi kacarak cozuyo abi. cadir kentlerde yasasinlar. ulkemde daha fazla cöl faresi istemiyorum. https://t.co/mFhoTPkAKq,Refugees,1624900446471979009,Türkçe,Göçmen/Mülteci Karşıtı,bu suriyeliler niye her seyi kacarak cozuyo abi. cadir kentlerde yasasinlar. ulkemde daha fazla cöl faresi istemiyorum. 
11788,['Ülke/Milliyet'],7,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"@username @username yardım gitsin onlar gelmesin, ayıptır süylemesi biz bu ülkenin bedel ödeyen vatandaşlarıyız, suriyeliler 80 sene geriden gelen ortaçag skolastik düşüncesine sahip, tavşan gibi ürüyorlar. Bakteri kültürü gibi ürüyen insanları ben insan olarak görmüyorum.",Refugees,1624900575908306944,Türkçe,Göçmen/Mülteci Karşıtı,"  yardım gitsin onlar gelmesin, ayıptır süylemesi biz bu ülkenin bedel ödeyen vatandaşlarıyız, suriyeliler 80 sene geriden gelen ortaçag skolastik düşüncesine sahip, tavşan gibi ürüyorlar. Bakteri kültürü gibi ürüyen insanları ben insan olarak görmüyorum."
11791,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Suriyeliler gitsin evet milli güvenlik meselesidir. Lakin Türk milletine Türk devletine bu kadar bilinçsiz saldırganlık yakışmaz biz bu değiliz. Bu insanlara bu çocuklara kendimizden nefret ettirmeyelim. Masum kadınların çocukların günahı nedir?,Refugees,1624900586427633666,Türkçe,Göçmen/Mülteci Karşıtı,Suriyeliler gitsin evet milli güvenlik meselesidir. Lakin Türk milletine Türk devletine bu kadar bilinçsiz saldırganlık yakışmaz biz bu değiliz. Bu insanlara bu çocuklara kendimizden nefret ettirmeyelim. Masum kadınların çocukların günahı nedir?
11794,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Hataya giden kızılay ekibi can güvenliğimiz yok diyerek 20dakka sadece şehirde kalabilmiş ve geri kaçmıştır.oradan gelenler hatayda devlet yok herkesi suriyeliler öldürüp gasp ediyorlar diyor. Enkazlara kimseyi yaklastirmiyorlar enkazdakiler öldükten sonra eşyalarını çalmak için,Refugees,1624900595550224384,Türkçe,Göçmen/Mülteci Karşıtı,Hataya giden kızılay ekibi can güvenliğimiz yok diyerek 20dakka sadece şehirde kalabilmiş ve geri kaçmıştır.oradan gelenler hatayda devlet yok herkesi suriyeliler öldürüp gasp ediyorlar diyor. Enkazlara kimseyi yaklastirmiyorlar enkazdakiler öldükten sonra eşyalarını çalmak için
11797,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",7,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,Ya yeter ya yeter! Suriyelinin batsin. Siktirio gitsinler artık ülkemden #ülkemdeSuriyeliİstemiyorum #ülkemdemülteciistemiyorum https://t.co/674scbc61y,Refugees,1624902850462552064,Türkçe,Göçmen/Mülteci Karşıtı,Ya yeter ya yeter! Suriyelinin batsin. Siktirio gitsinler artık ülkemden #ülkemdeSuriyeliİstemiyorum #ülkemdemülteciistemiyorum 
11803,['Irk/Etnik Köken'],6,['Dışlama; Ayrımcı Söylem'],Yok,@username Gönderin gitsinler ozaman.. Yada biz boşaltalım ülkeyi onları tamamen taşıyın ülkenin ortasına... #ülkemdemülteciistemiyorum,Refugees,1624925697918529537,Türkçe,Göçmen/Mülteci Karşıtı, Gönderin gitsinler ozaman.. Yada biz boşaltalım ülkeyi onları tamamen taşıyın ülkenin ortasına... #ülkemdemülteciistemiyorum
11809,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",5,['Dışlama; Ayrımcı Söylem'],Yok,"#UElkemdeMuelteciİstemiyorum
#UElkemdeSığınmacıİstemiyorum
#uelkemdesuriyeliistemiyorum
#ülkemdeAKPLİistemiyorum
#Akpİstifa https://t.co/d7YbMcWhWd",Refugees,1624983745605386242,Türkçe,Göçmen/Mülteci Karşıtı,"#UElkemdeMuelteciİstemiyorum
#UElkemdeSığınmacıİstemiyorum
#uelkemdesuriyeliistemiyorum
#ülkemdeAKPLİistemiyorum
#Akpİstifa "
11812,['Irk/Etnik Köken'],7,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,"@username @username Bize yaşam alanı bırakmadınız.Kendi ülkemde deprem bölgesine gidemiyorum mülteci korkusundan.Kendi güvenliğimden korkuyorum.Benim ülkem, benim vatandaşıma özgürce gidemiyorum.

#ülkemdemülteciistemiyorum",Refugees,1624987969248542720,Türkçe,Göçmen/Mülteci Karşıtı,"  Bize yaşam alanı bırakmadınız.Kendi ülkemde deprem bölgesine gidemiyorum mülteci korkusundan.Kendi güvenliğimden korkuyorum.Benim ülkem, benim vatandaşıma özgürce gidemiyorum.

#ülkemdemülteciistemiyorum"
11815,['Irk/Etnik Köken'],5,['Dışlama; Ayrımcı Söylem'],Yok,@username #UElkemdeMuelteciİstemiyorum #UElkemdeSığınmacıİstemiyorum,Refugees,1624988141932232704,Türkçe,Göçmen/Mülteci Karşıtı, #UElkemdeMuelteciİstemiyorum #UElkemdeSığınmacıİstemiyorum
11818,['Irk/Etnik Köken'],5,['Dışlama; Ayrımcı Söylem'],Yok,#Muelteciistemiyorum #UElkemdeMuelteciİstemiyorum https://t.co/7W9I9Dpmzf,Refugees,1625002462644936705,Türkçe,Göçmen/Mülteci Karşıtı,#Muelteciistemiyorum #UElkemdeMuelteciİstemiyorum 
11821,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",5,['Dışlama; Ayrımcı Söylem'],Yok,"Yurtlar bunun için mi boşaltılıyor?
#uzaktaneğitimistemiyoruz .
#ülkemdemülteciistemiyorum.
#ülkemdesuriyeliistemiyorum
#deprem https://t.co/FGsavENpvE",Refugees,1625002885984444418,Türkçe,Göçmen/Mülteci Karşıtı,"Yurtlar bunun için mi boşaltılıyor?
#uzaktaneğitimistemiyoruz .
#ülkemdemülteciistemiyorum.
#ülkemdesuriyeliistemiyorum
#deprem "
11833,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",5,['Dışlama; Ayrımcı Söylem'],Yok,#ülkemdemülteciistemiyorum #deprem #mülteci #Suriye https://t.co/G0uVS3ksBi,Refugees,1625018027191291905,Türkçe,Göçmen/Mülteci Karşıtı,#ülkemdemülteciistemiyorum #deprem #mülteci #Suriye 
11836,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",5,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,"Bizim kendi vatandaşlarımız, kardeşlerimiz de evsiz kaldı. Yunanistana mı yolladık gürcistana mı yolladık aq pembe götlü avrupalıları. Sahip çıktık. Onlar da öyle yapsın. #ülkemdemülteciistemiyorum https://t.co/IREMdsAEFv",Refugees,1625018087404716032,Türkçe,Göçmen/Mülteci Karşıtı,"Bizim kendi vatandaşlarımız, kardeşlerimiz de evsiz kaldı. Yunanistana mı yolladık gürcistana mı yolladık aq pembe götlü avrupalıları. Sahip çıktık. Onlar da öyle yapsın. #ülkemdemülteciistemiyorum "
11839,['Irk/Etnik Köken'],5,['Dışlama; Ayrımcı Söylem'],Yok,#UElkemdeMuelteciİstemiyorum #UElkemdeSığınmacıİstemiyorum,Refugees,1625030303705190403,Türkçe,Göçmen/Mülteci Karşıtı,#UElkemdeMuelteciİstemiyorum #UElkemdeSığınmacıİstemiyorum
11845,['Ülke/Milliyet'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,Uğur Kardaş neden tutuklandı? İnsanlar hala neden kendi malını canını koruma derdinde? Neden dayak videoları geliyor hala. Afgan çete durduruldu mu?,Refugees,1625043032054591490,Türkçe,Göçmen/Mülteci Karşıtı,Uğur Kardaş neden tutuklandı? İnsanlar hala neden kendi malını canını koruma derdinde? Neden dayak videoları geliyor hala. Afgan çete durduruldu mu?
11851,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",7,['Dışlama; Ayrımcı Söylem'],Yok,#UElkemdeSuriyeliİstemiyorum #UElkemdeMuelteciİstemiyorum #DEPREMZEDELER #hatayiskenderun #kahramamaras #uzaktan #suriyeliistemiyoruz https://t.co/cup03p05mc,Refugees,1625043656729063424,Türkçe,Göçmen/Mülteci Karşıtı,#UElkemdeSuriyeliİstemiyorum #UElkemdeMuelteciİstemiyorum #DEPREMZEDELER #hatayiskenderun #kahramamaras #uzaktan #suriyeliistemiyoruz 
11854,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#universitemedokunma  #UElkemdeSuriyeliİstemiyorum, #UElkemdeMuelteciİstemiyorum, #ueniversitemedokunma https://t.co/2drPsFKBMj",Refugees,1625044229238972416,Türkçe,Göçmen/Mülteci Karşıtı,"#universitemedokunma  #UElkemdeSuriyeliİstemiyorum, #UElkemdeMuelteciİstemiyorum, #ueniversitemedokunma "
11857,['Ülke/Milliyet'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"türkiye sizin kafanıza göre onun bunun mültecisini doldurabileceğiniz bir yer değil! çok istiyorsanız kendiniz alabilirsiniz! 

#ülkemdemülteciistemiyorum !
#ülkemdesuriyeliistemiyorum ! https://t.co/MHfMqRkoj4 https://t.co/P9iHMAVyYl",Refugees,1625044620454375425,Türkçe,Göçmen/Mülteci Karşıtı,"türkiye sizin kafanıza göre onun bunun mültecisini doldurabileceğiniz bir yer değil! çok istiyorsanız kendiniz alabilirsiniz! 

#ülkemdemülteciistemiyorum !
#ülkemdesuriyeliistemiyorum !  "
11860,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#ÜLKEMDESIĞINMACIİSTEMİYORUM 
#ülkemdemülteciistemiyorum https://t.co/kbBBtfWHHE",Refugees,1625044748607053824,Türkçe,Göçmen/Mülteci Karşıtı,"#ÜLKEMDESIĞINMACIİSTEMİYORUM 
#ülkemdemülteciistemiyorum "
11863,['Ülke/Milliyet'],6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"Gereğinden fazla merhamet vatana ihanettir. Mustafa Kemal Atatürk 
#ülkemdemülteciistemiyorum #mülteciistemiyorum",Refugees,1625046525213540354,Türkçe,Göçmen/Mülteci Karşıtı,"Gereğinden fazla merhamet vatana ihanettir. Mustafa Kemal Atatürk 
#ülkemdemülteciistemiyorum #mülteciistemiyorum"
11866,['Ülke/Milliyet'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"#UElkemdeSuriyeliİstemiyorum #UElkemdeMuelteciİstemiyorum 
#suriyeliistemiyoruz #Suriye #SuriyelilerSuriyeye #SuriyelilerSehirlerdenCıkartın #Akpİstifa https://t.co/4dbQIifN1D",Refugees,1625048435148587013,Türkçe,Göçmen/Mülteci Karşıtı,"#UElkemdeSuriyeliİstemiyorum #UElkemdeMuelteciİstemiyorum 
#suriyeliistemiyoruz #Suriye #SuriyelilerSuriyeye #SuriyelilerSehirlerdenCıkartın #Akpİstifa "
11872,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#ÜlkemdeMülteciİstemiyorum #ÜlkemdeSığınmacıİstemiyorum #SuriyelilerSuriyeye,Refugees,1625050977391853569,Türkçe,Göçmen/Mülteci Karşıtı,#ÜlkemdeMülteciİstemiyorum #ÜlkemdeSığınmacıİstemiyorum #SuriyelilerSuriyeye
11878,['Ülke/Milliyet'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@username #ülkemdemülteciistemiyorum! Tüm halkımızı bu yanlış karşısında tepki göstermeye davet ediyorum.,Refugees,1625052183795228673,Türkçe,Göçmen/Mülteci Karşıtı, #ülkemdemülteciistemiyorum! Tüm halkımızı bu yanlış karşısında tepki göstermeye davet ediyorum.
11884,['Ülke/Milliyet'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,Adıyamanda neden uğur kardaş göz altına alındı ki adam afganlar ölülerin uzerlerindekini alıyor acimadan kol kesiyor diyorsa bunu paylaşıp herkesin bunu bilmesini istiyorsa bunda ne suç var bizim kuracağımız yapan afkanli,Refugees,1625052851885023233,Türkçe,Göçmen/Mülteci Karşıtı,Adıyamanda neden uğur kardaş göz altına alındı ki adam afganlar ölülerin uzerlerindekini alıyor acimadan kol kesiyor diyorsa bunu paylaşıp herkesin bunu bilmesini istiyorsa bunda ne suç var bizim kuracağımız yapan afkanli
11890,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#ÜlkemdeMülteciİstemiyorum
#ÜlkemdeSuriyeliİstemiyorum https://t.co/sBLKYMn4tW",Refugees,1625058872502239232,Türkçe,Göçmen/Mülteci Karşıtı,"#ÜlkemdeMülteciİstemiyorum
#ÜlkemdeSuriyeliİstemiyorum "
11893,['Din'],6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"Canımız Hristiyana Yahudiye Ermeni’ye Teslim Ettik Malımızı Müslümandan Koruyoruz..!
#ülkemdemülteciistemiyorum",Refugees,1625059374199709697,Türkçe,Göçmen/Mülteci Karşıtı,"Canımız Hristiyana Yahudiye Ermeni’ye Teslim Ettik Malımızı Müslümandan Koruyoruz..!
#ülkemdemülteciistemiyorum"
11902,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#ülkemdemülteciistemiyorum 
#SınırlarıKapatın https://t.co/D797kBQsxk",Refugees,1625066460228775937,Türkçe,Göçmen/Mülteci Karşıtı,"#ülkemdemülteciistemiyorum 
#SınırlarıKapatın "
11905,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username #UELKEMDESURİYELİİSTEMİYORUM 
#UElkemdeSuriyeliİstemiyorum 
#UElkemdeMuelteciİstemiyorum 🇹🇷🇹🇷👈👈👈👈",Refugees,1625072700359118848,Türkçe,Göçmen/Mülteci Karşıtı," #UELKEMDESURİYELİİSTEMİYORUM 
#UElkemdeSuriyeliİstemiyorum 
#UElkemdeMuelteciİstemiyorum 🇹🇷🇹🇷👈👈👈👈"
11908,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#SuriyelilerSuriyeye #ÜlkemdeMülteciİstemiyorum https://t.co/GoPBR3DduE,Refugees,1625078824319823873,Türkçe,Göçmen/Mülteci Karşıtı,#SuriyelilerSuriyeye #ÜlkemdeMülteciİstemiyorum 
11917,['Ülke/Milliyet'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"Mülteciler, ülkenin güvenlik tehditidir. Hiçbirini istemiyoruz! #suriyeliistemiyoruz #ülkemdemülteciistemiyorum #ülkemdesuriyeliistemiyorum https://t.co/PtpYmQi225",Refugees,1625092697152274434,Türkçe,Göçmen/Mülteci Karşıtı,"Mülteciler, ülkenin güvenlik tehditidir. Hiçbirini istemiyoruz! #suriyeliistemiyoruz #ülkemdemülteciistemiyorum #ülkemdesuriyeliistemiyorum "
11920,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username #UElkemdeMuelteciİstemiyorum  #uelkemdesuriyeliistemiyorum  #UElkemdeSuriyeliİstemiyorum,Refugees,1625102758427738112,Türkçe,Göçmen/Mülteci Karşıtı, #UElkemdeMuelteciİstemiyorum  #uelkemdesuriyeliistemiyorum  #UElkemdeSuriyeliİstemiyorum
11923,['Ülke/Milliyet'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,Benim halkım çadırda suriyeliler apartmanlarda otellerde yurttlarda #ülkemdemülteciistemiyorum #Suriyeli  #yapmayın #neredebudevlet #yeterartık https://t.co/zw4fQkpxhq,Refugees,1625106420797526016,Türkçe,Göçmen/Mülteci Karşıtı,Benim halkım çadırda suriyeliler apartmanlarda otellerde yurttlarda #ülkemdemülteciistemiyorum #Suriyeli  #yapmayın #neredebudevlet #yeterartık 
11926,['Ülke/Milliyet'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"ve bugün suriye sınır kapılarını açıyorlar bunu engellemek Atatürk'ümüze olan boynumuzun borcudur.🇹🇷
#ülkemdesuriyeliistemiyorum 
#ülkemdemülteciistemiyorum #ülkemiziçinhepbirlikte",Refugees,1625116147694678020,Türkçe,Göçmen/Mülteci Karşıtı,"ve bugün suriye sınır kapılarını açıyorlar bunu engellemek Atatürk'ümüze olan boynumuzun borcudur.🇹🇷
#ülkemdesuriyeliistemiyorum 
#ülkemdemülteciistemiyorum #ülkemiziçinhepbirlikte"
11947,['Ülke/Milliyet'],6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"Gönderin gitsinler, benim milletimin başına bela oldular. Yeter artık misafirlik bitti. Yolcu yolunda gerek 

#ülkemdemülteciistemiyorum #suriye #SueleymanSoylu #koçholding #deprem #hatay #iskenderun #abdufo https://t.co/3qtmEfmDh1",Refugees,1625151616163741699,Türkçe,Göçmen/Mülteci Karşıtı,"Gönderin gitsinler, benim milletimin başına bela oldular. Yeter artık misafirlik bitti. Yolcu yolunda gerek 

#ülkemdemülteciistemiyorum #suriye #SueleymanSoylu #koçholding #deprem #hatay #iskenderun #abdufo "
11953,['Ülke/Milliyet'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,@username Ulan kaç gündür gözümüzde yaşla geziyoruz kendimizi toparlamaya çalışacağız kendi düzenleri bozulmasın diye bize kirletmeye çalışıyor İSTEMİYORUZ LAN TÜRKİYE siyasilerin tapulu malı değil VATANDAŞINDIR. Kimse kulak tıkamasın #ülkemdemülteciistemiyorum,Refugees,1625156125833191424,Türkçe,Göçmen/Mülteci Karşıtı, Ulan kaç gündür gözümüzde yaşla geziyoruz kendimizi toparlamaya çalışacağız kendi düzenleri bozulmasın diye bize kirletmeye çalışıyor İSTEMİYORUZ LAN TÜRKİYE siyasilerin tapulu malı değil VATANDAŞINDIR. Kimse kulak tıkamasın #ülkemdemülteciistemiyorum
11956,['Ülke/Milliyet'],5,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Yok,Suriye'lileri besleyeceğimize kendi depremzede vatandaşlarımızın sorunlarına çare olup barınma eğitim iş gibi problemlerini çözelim! #ülkemdemülteciistemiyorum,Refugees,1625157615939354625,Türkçe,Göçmen/Mülteci Karşıtı,Suriye'lileri besleyeceğimize kendi depremzede vatandaşlarımızın sorunlarına çare olup barınma eğitim iş gibi problemlerini çözelim! #ülkemdemülteciistemiyorum
11959,['Hedef grup belirgin değil veya yok.'],Emin değilim.,['Emin değilim'],Yok,Dalga geçer gibi bir video #ülkemdemülteciistemiyorum https://t.co/NqVtL1XVhk,Refugees,1625157952876302336,Türkçe,Göçmen/Mülteci Karşıtı,Dalga geçer gibi bir video #ülkemdemülteciistemiyorum 
11962,['Ülke/Milliyet'],6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"Kendi ülkesinde yurdu için savaşmayanlar, çaresizlik içinde yardım bekleyen yurdum insanın malını çalıyor, ateş ediyor. Silah kullanmayı biliyordunuz neden geldiniz, getirdiniz? Yas dolu ülkemde mülteci istemiyorum..  #ülkemdemülteciistemiyorum Yenileri yoldaymış sakın !!",Refugees,1625165155968376834,Türkçe,Göçmen/Mülteci Karşıtı,"Kendi ülkesinde yurdu için savaşmayanlar, çaresizlik içinde yardım bekleyen yurdum insanın malını çalıyor, ateş ediyor. Silah kullanmayı biliyordunuz neden geldiniz, getirdiniz? Yas dolu ülkemde mülteci istemiyorum..  #ülkemdemülteciistemiyorum Yenileri yoldaymış sakın !!"
11968,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#HATAYIKADERINETERKETME #Hatay #İskenderun
#ÜlkemdeMülteciİstemiyorum https://t.co/WnBE2DCkHS",Refugees,1625172551306543105,Türkçe,Göçmen/Mülteci Karşıtı,"#HATAYIKADERINETERKETME #Hatay #İskenderun
#ÜlkemdeMülteciİstemiyorum "
