genel_tutum,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,annotator,uploaded_at,konu,tweet_id,dil,kategori_count,kategori_str,kategori_common
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"@zekibahce @nevsinmengu Gerilme..
Nefes al, sakin ol 
Bir gece ansızın gelebiliriz, 
Muhatap yunanistan!!",Ebrar,2023-02-01T17:44:12,Tr-Gr,1566103936767086592,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username #YunanistanAteşleOynuyor.🇹🇷🇹🇷🇹🇷

https://t.co/KjlQfs6vXh
https://t.co/0Yjr8QCG8M
https://t.co/vh9ekZGLbF
https://t.co/bZZdQdXrIZ
https://t.co/q0akrq4yYt
https://t.co/guHfuVf8dM
https://t.co/GqJyWJufAn
https://t.co/EtK1dJ2P3i
https://t.co/eEIlp7OAEj",Elif Erol,2023-02-16T09:05:06,Tr-Gr,1566110208904122374,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,Türk Silahlı Kuvvetleri ile Yunanistan arasında herhangi  bir savaş durumunda Selanik’i 12 saatte Atina’yı ise 24 saat içinde kontrol altına alma kabiliyetine sahiptir.! Akıllı ol #yunanistan,Aygün,2023-03-06T09:51:58,Tr-Gr,1566134996963835904,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username #YunanistanAteşleOynuyor.🇹🇷🇹🇷🇹🇷

https://t.co/KjlQfs6vXh
https://t.co/0Yjr8QCG8M
https://t.co/vh9ekZGLbF
https://t.co/bZZdQdXrIZ
https://t.co/q0akrq4yYt
https://t.co/guHfuVf8dM
https://t.co/GqJyWJufAn
https://t.co/EtK1dJ2P3i
https://t.co/eEIlp7OAEj
https://t.co/SFmNtmPmpH",Aygün,2023-03-06T09:51:11,Tr-Gr,1566146823017873408,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"🇹🇷🇹🇷🇹🇷

#YunanistanAteşleOynuyor https://t.co/66JMGyE3vm",Aygün,2023-03-06T09:51:11,Tr-Gr,1566178009987547140,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",9,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Cumhurbaşkanımız Yunanistan’ı, “şaka yapmıyorum” diyerek uyarmıştı. Şimdi de “bir gece ansızın gelebiliriz” dedi. Yunanistan adaları silahlandırmaktan vazgeçmeli, TSK zımba gibi her göreve hazır!
https://t.co/H8CtXT3dJo",Ebrar,2023-02-01T17:44:12,Tr-Gr,1566422521297108997,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Yunanistan'a sadece şu görüntüleri izletin, onlar bizim ne demek istediğimizi anlayacaktır…

Evet, biz bir gece ansızın gelebiliriz.. https://t.co/17BGFzqjjc",Ebrar,2023-02-01T17:44:12,Tr-Gr,1566425381531435011,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Şunu iyi bil Yunanistan!

Fıtrat değişir sanma! Bu kan yine o kandır…

Bir gece ansızın gelebiliriz… https://t.co/0ppx8zOqkN",İpek,2023-03-22T10:39:46,Tr-Gr,1566425543326801922,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/B2mymnsRen",Meryem,2022-12-30T17:21:31,Tr-Gr,1566426337321144323,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",10,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Yunanistan'a mesajımız net:

Belki karadan, belki havadan belki de denizden ama kesinlikle bir gece ansızın gelebiliriz... https://t.co/qonZcwZ4k1",Ebrar,2023-02-01T17:44:12,Tr-Gr,1566426974750384129,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Yunanistan'a sadece şu görüntüleri izletin, onlar bizim ne demek istediğimizi anlayacaktır…

Evet, biz bir gece ansızın gelebiliriz… https://t.co/1EBT7CWoaQ",Ebrar,2023-02-01T17:44:12,Tr-Gr,1566430263189577728,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Yunanistan'a mesajımız net:

Belki karadan, belki havadan belki de denizden ama kesinlikle bir gece ansızın gelebiliriz... https://t.co/cAjsHza25w",İpek,2023-03-22T10:39:46,Tr-Gr,1566433366630604801,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Şunu iyi bil Yunanistan!

Fıtrat değişir sanma! Bu kan yine o kandır…

Bir gece ansızın gelebiliriz… https://t.co/BesJYA0NKe",Ayşe Feyza,2023-07-14T17:26:52,Tr-Gr,1566440905040699392,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Cumhurbaşkanımız Yunanistan’ı, “şaka yapmıyorum” diyerek uyarmıştı. Şimdi de “bir gece ansızın gelebiliriz” dedi. Yunanistan adaları silahlandırmaktan vazgeçmeli, TSK zımba gibi her göreve hazır!
https://t.co/8QrzlJ5oDs",Bekir,2023-03-22T07:49:47,Tr-Gr,1566441569137397760,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/P0sf3wCkl3",Meryem,2022-12-30T17:21:31,Tr-Gr,1566443235865772033,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,#Yunanistan bir gece ansızın gelebiliriz. https://t.co/5Srl8zbzFa,Meryem,2022-12-30T17:21:31,Tr-Gr,1566447351425818624,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"Yunanistan'a mesajımız net:

Belki karadan, belki havadan belki de denizden ama kesinlikle bir gece ansızın gelebiliriz... https://t.co/TgD4YSBcrp",Aygün,2023-01-10T20:01:33,Tr-Gr,1566471991439269890,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/fN9gQuu0wA",Meryem,2022-12-30T17:21:31,Tr-Gr,1566483815949897728,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/PaK3xJiO8k",Aygün,2023-03-06T09:51:11,Tr-Gr,1566515940090601472,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Şunu iyi bil Yunanistan!

Fıtrat değişir sanma! Bu kan yine o kandır…

Bir gece ansızın gelebiliriz… https://t.co/U7nWR5ojeY",Erdem,2023-03-21T08:21:45,Tr-Gr,1566640095616180225,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"Cumhurbaşkanı Erdoğan;

“Ey Yunan tarihe dön.İzmir'i unutma. 
Zamanı geldiğinde, gerekeni yaparız. 

Bir gece ansızın gelebiliriz.”

CUMHUR İTTİFAKI VATANDIR https://t.co/nKMNNZ34RI",Firdevs,2023-07-01T11:50:14,Tr-Gr,1567214440038244354,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"Yunan Dışişleri Bakanı Dendias: 
Türkiye Osmanlı yı canlandırmaya çalışıyor.

😳 Lann ne zaman öldük ?
Hiç haber de vermiyorsunuz
Ayıp ama yaa 😔

Bizde, yaşıyor gibi yaşıyoruz.
😂😂😂
Merak etme @username
Hortlayıp gelicez.
#BirGeceAnsızın 🇹🇷",Mert,2023-05-17T07:09:04,Tr-Gr,1567908950137356291,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Ülke/Milliyet'],4,['Simgeleştirme'],Zayıf,@username Beceriksiz herif ki üç senedir Başkan İzmir'e çaktığı çivi yok o beceriksizliğini de işte böyle konuşmalara yaparak kapatmaya çalışıyor buradaki de aynı oradaki de aynı Al birini vur ötekine Bunların hepsi birbirine benziyor hepsi Yunan tohumu.,Firdevs,2023-07-01T11:50:14,Tr-Gr,1568346577164541953,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Zayıf,@HaberMujdeli Yunan tohumu,Aygün,2022-12-30T17:21:08,Tr-Gr,1568352889726287872,,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@gizliservis06 Yunan tohumu işte,Ebrar,2023-02-01T17:44:12,Tr-Gr,1568359310903898112,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Zayıf,@username Ben onlara Yunan tohumu diyorum.,Aygün,2023-03-06T09:51:58,Tr-Gr,1568536973987430402,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],8,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,@BilgiSinirsiz @snnatb @Yunuserdil01 @abdullahciftcib Adalar işgal edilmiş neredeydiniz diyor. Ülken elden gittiğinde yunan köpeğinden alırsın tırnak makasını,Ebrar,2022-12-30T17:21:21,Tr-Gr,1568552442853265409,,1,Küfür; Hakaret; Aşağılama; İnsandışılaştırma,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@NikosMichailid4 Osmanlı'ya ihanet eden Yunan tohumu mu konuşuyor?,Ebrar,2023-02-01T17:44:12,Tr-Gr,1568561697996115975,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@Bahce1441 @saaydin49 @55Svr55 @mtahirkum Yunan tohumu bize Fransız dedi..Patrikhanenin evladına bak hele,Ebrar,2023-02-01T17:44:12,Tr-Gr,1568588974289203200,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],4,['Simgeleştirme'],Yok,@username @username Yunan tohumu bunlar. Tepkisi ondan.,İpek,2023-03-22T10:39:46,Tr-Gr,1568610857420046338,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username İzmir in dağların da çiçekler açar Yaşa Mustafa Kemal paşa.
Yunan ı denize döktük işine hiç gelmemiş belli ki🇹🇷🇹🇷🇹🇷",Aygün,2023-03-06T09:51:58,Tr-Gr,1568656433108983811,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,"@ARZU61__ @fikretk53429081 @YukselisGruplar #YunanTohumları
@YukselisGruplar .",Ebrar,2023-02-01T17:44:12,Tr-Gr,1568670348182265857,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Simgeleştirme'],Yok,"@kurtbalam Tespit yerinde.

#YunanTohumları",Meryem,2022-12-30T17:21:31,Tr-Gr,1568672499285499912,,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,"@Asenat_4747 @YukselisGruplar #YunanTohumları 
@YukselisGruplar 🇹🇷🇹🇷 22",Ebrar,2023-01-23T09:41:57,Tr-Gr,1568673887231033349,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Yok,"@username @username İçimizdeki kriptolar.

#YunanTohumları",Bekir,2023-03-22T07:49:47,Tr-Gr,1568674498899230720,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@AkPartiReis2023 #YunanTohumları 6üsb,Ebrar,2023-01-10T20:02:07,Tr-Gr,1568674909949403137,,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@ARZU61__ Bu Vatan bizim #YunanTohumları,Ebrar,2023-02-01T17:44:12,Tr-Gr,1568677271694725122,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,@Arzu___61 @kayaera1 @1yukselislist #YunanTohumları 160,Ebrar,2023-02-01T17:44:12,Tr-Gr,1568679343811084288,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,"@kurtbalam @nigde_ak @YukselisGruplar #YunanTohumları 
 8d",Ebrar,2023-01-23T09:41:57,Tr-Gr,1568679550913232896,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",5,['Simgeleştirme'],Yok,"@username @username @username Gözbebeğimiz İzmir'in kurtulduğu ve alçak işgalin son bulduğu bir günde CHP'li başkan işgalcinin adını anmıyor! Tıpkı CHP'lilerin PKK'nın adını anmadıkları gibi
#YunanTohumları
@username",Bekir,2023-06-12T08:10:13,Tr-Gr,1568695006185287680,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],5,['Simgeleştirme'],Yok,@username Izmir yunaistanin bir sehrimi sende tekfurmusun izmir osmanlidan kurtarilma yildinimini kutladiniz yunan tekfuru Gavur izmirin gavur tekfuru,İpek,2023-03-22T10:39:46,Tr-Gr,1568699694427021322,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,"@mehmet4K @sevilaynur71 @YukselisGruplar #YunanTohumları Kim sever
@YukselisGruplar 🇹🇷",Ebrar,2023-02-01T17:44:12,Tr-Gr,1568700337502179329,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Şiddetli,"@EFSUNTURK571 @adem_5361 #YunanTohumları
@YukselisGruplar 🇹🇷",Ebrar,2023-01-23T09:41:57,Tr-Gr,1568704929287622656,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,"@mustafa_guldag İmamoğlu'nun geçen hafta Meral Akşener'i tören mangası ile karşılaması neyi planladıklarının göstergesidir!

#YunanTohumları
@YukselisGruplar",Ebrar,2023-02-01T17:44:12,Tr-Gr,1568705690121666566,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Simgeleştirme'],Şiddetli,"@gurseltekin34 @kilicdarogluk diyor ki;helalleşelim…
Allah İçin bir gelinde helalleşelim.
Sen,@tuncsoyer ve sizin gibiler kime hizmet ediyorsunuz.
Yunan Tohumu olana aha tarlanız karşıda buyurun gidin",Ebrar,2023-01-23T09:41:57,Tr-Gr,1568715151037313026,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],6,['Simgeleştirme'],Yok,"@Ahaber Dünya Tarihinin En Azametli Tarihini Yazar Şanlı Ecdadimizin Adını Destursuz anan serseriler

""""Bu milletin Ferdi Değillerdir""""

Yoksa kimse Kendi Arasına Sövecek Kadar Aşağılıklaşamaz 

Bunlar Olsa olsa Yunan Dölü Olması Lazm getir...",Meryem,2022-12-30T17:21:31,Tr-Gr,1568722539781947392,,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Yok,Üstüne kim alınıyorsa Yunan tohumu odur https://t.co/huefGGnmbZ,Bekir,2023-03-22T07:49:47,Tr-Gr,1568837677587349505,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,Yunanistan kaşınıyor. Bu kadarda bir devlet geçmişinden ders https://t.co/qb4PZIW6Tp yapsak bir tabur gönderip kaşıtsakmı?bunları fişleyenlere ders verme zamanı geliyor gibi ama bu dersi yaz mevsimi yapmayalım .Deniz pislenir tadilciler denize giremez.,Aygün,2023-03-06T09:51:11,Tr-Gr,1569027229127942146,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Simgeleştirme'],Yok,"@username @username Eskiler derdi ya , yunan tohumu….",Bekir,2023-03-22T07:49:47,Tr-Gr,1569357555444359169,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,@username Yunan gaza gelme akıllı ol bir gece ansızın gelebiliriz,Aygün,2023-03-06T09:51:58,Tr-Gr,1569674065975058432,Türkçe,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Yunan Karşıtı,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",7,['Simgeleştirme'],Şiddetli,Bak buda kıvırcık saçlı..ya yunan yada ermeni tohumu.. https://t.co/FXhYGJWRER,Ebrar,2023-01-23T09:41:57,Tr-Gr,1569985817065537538,Türkçe,1,Simgeleştirme,['Simgeleştirme']
Yunan Karşıtı,['Irk/Etnik Köken'],6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,İzmir de yunanı denize döktük ben söyleyimde bazıları lafı eveleyip geveliyor yunan diyemiyor,Aygün,2023-01-10T20:01:33,Tr-Gr,1570519163898310659,,1,Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,@username #UElkemdemuelteciistemiyorum #uelkemdesuriyeliistemiyorum,Meryem,2023-02-23T11:10:51,Refugees,1623677288846921732,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,#uelkemdesuriyeliistemiyorum #uelkemdesuriyeliistemiyorum #UElkemdemuelteciistemiyorum https://t.co/oLHjwyp10J,Meryem,2023-02-23T11:10:51,Refugees,1623683932922191872,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,"deprem bölgesinde yağma yapanlar dili dini ırkı ne olsa farketmez ama bunu yapan korumak için aldığımız beslediğimiz mülteciler olunca insanın zoruna gidiyor 
#ülkemdemülteciistemiyorum 
@username 
@username 
@username 
@username 
@username 
@username 
kim varsa",Meryem,2023-02-23T11:10:51,Refugees,1623695543057752065,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,#UElkemdemuelteciistemiyorum #uelkemdesuriyeliistemiyorum https://t.co/m0EhFqXXmX,Meryem,2023-02-23T11:10:51,Refugees,1623700642253488128,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,@username Son suriyeli gidene kadar bu millete rahat yok. onca derdin arasında birde bunlarla uğraşıyoruz. mülteciler Türkiye Cumhuriyeti'nin geleceği için istikbali için en büyük sorundur. #suriyeliler #ülkemdemülteciistemiyorum,Meryem,2023-02-23T11:10:51,Refugees,1623700843341008896,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,"@username #ülkemdemülteciistemiyorum
#YurtlardaSuriyeliIstemiyoruz",Meryem,2023-02-23T11:10:51,Refugees,1623702667292729346,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Irk/Etnik Köken'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,#UElkemdemuelteciistemiyorum https://t.co/sR1NWemTYG,Meryem,2023-02-23T11:10:51,Refugees,1623702801414074369,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,"@username #ülkemdemülteciistemiyorum
#YurtlardaSuriyeliIstemiyoruz",Meryem,2023-02-23T11:10:51,Refugees,1623703403925848065,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",5,['Dışlama; Ayrımcı Söylem'],Zayıf,@username #UElkemdemuelteciistemiyorum,Meryem,2023-02-23T11:10:51,Refugees,1623704728994562050,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,"#ülkemdemülteciistemiyorum
#SuriyelilerSuriyeye
#afganlarafganistana
#türkiyetürklerindir https://t.co/5EWCsibdLx",Meryem,2023-02-23T11:10:51,Refugees,1623708953480757248,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
Göçmen/Mülteci Karşıtı,['Ülke/Milliyet'],5,['Dışlama; Ayrımcı Söylem'],Zayıf,#ülkemdemülteciistemiyorum artık yeter https://t.co/tno1vf4r5S,Meryem,2023-02-23T11:10:51,Refugees,1623710544707432448,Türkçe,1,Dışlama; Ayrımcı Söylem,['Dışlama; Ayrımcı Söylem']
